title,link,published,country,source,summary,Combined_Text,Language
US opposes ‘endless negotiations’ on Ukraine – Rubio,https://www.rt.com/news/617780-rubio-against-endless-talks/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 03:58:24 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68295a7b85f54071d8017c73.jpg"" style=""margin-right: 10px;"" /> Washington will study the ceasefire road maps presented by Moscow and Kiev, US Secretary of State Marco Rubio has said <br /><a href=""https://www.rt.com/news/617780-rubio-against-endless-talks/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US opposes ‘endless negotiations’ on Ukraine – Rubio <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68295a7b85f54071d8017c73.jpg"" style=""margin-right: 10px;"" /> Washington will study the ceasefire road maps presented by Moscow and Kiev, US Secretary of State Marco Rubio has said <br /><a href=""https://www.rt.com/news/617780-rubio-against-endless-talks/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
US easing sanctions on Turkish defense sector – Erdogan,https://www.rt.com/news/617778-us-easing-sanctions-on-turkish/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 02:29:03 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68293d7f85f54071d8017c6b.jpg"" style=""margin-right: 10px;"" /> Turkish President Recep Tayyip Erdogan has said the US is ready to lift defense-related sanctions <br /><a href=""https://www.rt.com/news/617778-us-easing-sanctions-on-turkish/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US easing sanctions on Turkish defense sector – Erdogan <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68293d7f85f54071d8017c6b.jpg"" style=""margin-right: 10px;"" /> Turkish President Recep Tayyip Erdogan has said the US is ready to lift defense-related sanctions <br /><a href=""https://www.rt.com/news/617778-us-easing-sanctions-on-turkish/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Mexican Navy ship crashes into Brooklyn Bridge (VIDEOS),https://www.rt.com/news/617779-mexican-navy-ship-crashes-bridge/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 01:54:24 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68294408203027793f5bf354.jpg"" style=""margin-right: 10px;"" /> The ARM Cuauhtemoc was visiting New York in preparation for the 250th anniversary of America’s independence in 2026 <br /><a href=""https://www.rt.com/news/617779-mexican-navy-ship-crashes-bridge/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Mexican Navy ship crashes into Brooklyn Bridge (VIDEOS) <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68294408203027793f5bf354.jpg"" style=""margin-right: 10px;"" /> The ARM Cuauhtemoc was visiting New York in preparation for the 250th anniversary of America’s independence in 2026 <br /><a href=""https://www.rt.com/news/617779-mexican-navy-ship-crashes-bridge/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Presidential frontrunner accuses EU candidate of vote rigging,https://www.rt.com/news/617777-romania-moldova-vote-rigging/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 00:13:39 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829259185f54071d8017c66.jpg"" style=""margin-right: 10px;"" /> Romania’s George Simion has claimed that the authorities in neighboring Moldova are sabotaging his election campaign <br /><a href=""https://www.rt.com/news/617777-romania-moldova-vote-rigging/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Presidential frontrunner accuses EU candidate of vote rigging <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829259185f54071d8017c66.jpg"" style=""margin-right: 10px;"" /> Romania’s George Simion has claimed that the authorities in neighboring Moldova are sabotaging his election campaign <br /><a href=""https://www.rt.com/news/617777-romania-moldova-vote-rigging/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Anti-Russia sanctions are a ‘plague’ – EU nation’s PM,https://www.rt.com/news/617775-anti-russian-sanctions-plague-fico/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 21:06:44 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828f8db20302773be08a525.jpg"" style=""margin-right: 10px;"" /> Imposing new sanctions against Russia amid peace talks between Moscow and Kiev is wrong, Slovak Prime Minister Robert Fico believes <br /><a href=""https://www.rt.com/news/617775-anti-russian-sanctions-plague-fico/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Anti-Russia sanctions are a ‘plague’ – EU nation’s PM <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828f8db20302773be08a525.jpg"" style=""margin-right: 10px;"" /> Imposing new sanctions against Russia amid peace talks between Moscow and Kiev is wrong, Slovak Prime Minister Robert Fico believes <br /><a href=""https://www.rt.com/news/617775-anti-russian-sanctions-plague-fico/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Presidential candidates in EU states call Trump ‘symbol of freedom’,https://www.rt.com/news/617774-candidates-eu-trump-symbol-freedom/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 21:02:58 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828f78285f5402ec65ebfed.jpg"" style=""margin-right: 10px;"" /> Romania’s George Simion and Poland’s Karol Nawrocki have vowed to oppose EU policies and build stronger ties with Donald Trump’s America <br /><a href=""https://www.rt.com/news/617774-candidates-eu-trump-symbol-freedom/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Presidential candidates in EU states call Trump ‘symbol of freedom’ <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828f78285f5402ec65ebfed.jpg"" style=""margin-right: 10px;"" /> Romania’s George Simion and Poland’s Karol Nawrocki have vowed to oppose EU policies and build stronger ties with Donald Trump’s America <br /><a href=""https://www.rt.com/news/617774-candidates-eu-trump-symbol-freedom/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
US running out of patience over European troop reduction – envoy,https://www.rt.com/news/617773-us-discuss-troop-withdrawal-europe/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 18:53:17 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828d6b785f5406a276584e6.jpg"" style=""margin-right: 10px;"" /> The US will discuss a European troop reduction with NATO after the summit in June, the US ambassador to the bloc has said <br /><a href=""https://www.rt.com/news/617773-us-discuss-troop-withdrawal-europe/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US running out of patience over European troop reduction – envoy <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828d6b785f5406a276584e6.jpg"" style=""margin-right: 10px;"" /> The US will discuss a European troop reduction with NATO after the summit in June, the US ambassador to the bloc has said <br /><a href=""https://www.rt.com/news/617773-us-discuss-troop-withdrawal-europe/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
US government to sell propaganda HQ – Bloomberg,https://www.rt.com/news/617772-us-sell-propaganda-hq/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 18:31:10 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828d4a685f5402ec65ebfde.jpg"" style=""margin-right: 10px;"" /> The main office of Voice of America has been listed for “accelerated disposal,” the outlet has said <br /><a href=""https://www.rt.com/news/617772-us-sell-propaganda-hq/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US government to sell propaganda HQ – Bloomberg <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828d4a685f5402ec65ebfde.jpg"" style=""margin-right: 10px;"" /> The main office of Voice of America has been listed for “accelerated disposal,” the outlet has said <br /><a href=""https://www.rt.com/news/617772-us-sell-propaganda-hq/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
No single power should control the world – Myanmar PM,https://www.rt.com/news/617757-myanmar-russia-china-india/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 15:46:52 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828946485f5402ec65ebfca.jpg"" style=""margin-right: 10px;"" /> Russia, China and India working together can make multipolarity a reality, Min Aung Hlaing has said <br /><a href=""https://www.rt.com/news/617757-myanmar-russia-china-india/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","No single power should control the world – Myanmar PM <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6828946485f5402ec65ebfca.jpg"" style=""margin-right: 10px;"" /> Russia, China and India working together can make multipolarity a reality, Min Aung Hlaing has said <br /><a href=""https://www.rt.com/news/617757-myanmar-russia-china-india/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
NATO setting ‘unrealistic’ targets for Germany – Welt,https://www.rt.com/news/617764-nato-germany-army-problem/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 15:02:01 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68289f3a85f540323d65b7a0.jpg"" style=""margin-right: 10px;"" /> The US-led bloc reportedly wants Berlin to have a much larger army <br /><a href=""https://www.rt.com/news/617764-nato-germany-army-problem/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","NATO setting ‘unrealistic’ targets for Germany – Welt <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68289f3a85f540323d65b7a0.jpg"" style=""margin-right: 10px;"" /> The US-led bloc reportedly wants Berlin to have a much larger army <br /><a href=""https://www.rt.com/news/617764-nato-germany-army-problem/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Putin is ‘at the table’ for Ukraine talks – Trump,https://www.rt.com/news/617763-putin-table-ukraine-talks-trump/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 14:00:24 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682893c4203027324c7647bc.jpg"" style=""margin-right: 10px;"" /> US President Donald Trump has said he believes Washington and Moscow can end the conflict <br /><a href=""https://www.rt.com/news/617763-putin-table-ukraine-talks-trump/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Putin is ‘at the table’ for Ukraine talks – Trump <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682893c4203027324c7647bc.jpg"" style=""margin-right: 10px;"" /> US President Donald Trump has said he believes Washington and Moscow can end the conflict <br /><a href=""https://www.rt.com/news/617763-putin-table-ukraine-talks-trump/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Lavrov and Rubio discuss Istanbul talks – Moscow,https://www.rt.com/news/617762-lavrov-rubio-ukraine-talks/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 13:41:58 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68289714203027321b0dea8b.jpg"" style=""margin-right: 10px;"" /> Russian Foreign Minister Sergey Lavrov and US Secretary of State Marco Rubio have shared their assessments of the Istanbul talks <br /><a href=""https://www.rt.com/news/617762-lavrov-rubio-ukraine-talks/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Lavrov and Rubio discuss Istanbul talks – Moscow <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68289714203027321b0dea8b.jpg"" style=""margin-right: 10px;"" /> Russian Foreign Minister Sergey Lavrov and US Secretary of State Marco Rubio have shared their assessments of the Istanbul talks <br /><a href=""https://www.rt.com/news/617762-lavrov-rubio-ukraine-talks/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
What does Russia have to gain from the EU now?,https://www.rt.com/news/617761-what-does-russia-have-to-gain/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 13:21:42 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68288d5f20302741da617790.jpg"" style=""margin-right: 10px;"" /> Western Europeans demand attention but offer no value <br /><a href=""https://www.rt.com/news/617761-what-does-russia-have-to-gain/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","What does Russia have to gain from the EU now? <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68288d5f20302741da617790.jpg"" style=""margin-right: 10px;"" /> Western Europeans demand attention but offer no value <br /><a href=""https://www.rt.com/news/617761-what-does-russia-have-to-gain/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Istanbul Talks 2.0 are a great chance for Zelensky to accept reality,https://www.rt.com/news/617758-istanbul-russia-ukraine-zelensky/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sat, 17 May 2025 12:33:56 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68287c002030272aba591291.jpg"" style=""margin-right: 10px;"" /> The sooner Kiev and its Western backers realize there will be no one-sided deal, the sooner peace might come <br /><a href=""https://www.rt.com/news/617758-istanbul-russia-ukraine-zelensky/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Istanbul Talks 2.0 are a great chance for Zelensky to accept reality <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/68287c002030272aba591291.jpg"" style=""margin-right: 10px;"" /> The sooner Kiev and its Western backers realize there will be no one-sided deal, the sooner peace might come <br /><a href=""https://www.rt.com/news/617758-istanbul-russia-ukraine-zelensky/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
